,0,1
361,922,115
362,917,118
363,910,123
364,904,125
365,896,130
366,889,133
367,884,137
368,880,139
369,873,141
370,869,143
371,865,146
372,860,148
373,854,150
374,850,152
375,848,152
376,845,153
377,842,155
378,840,155
379,837,155
380,837,156
381,835,157
382,829,159
383,827,161
384,823,163
385,818,166
386,813,168
387,811,169
388,812,169
389,815,169
390,819,169
391,827,167
392,836,166
393,841,164
394,850,163
395,859,162
396,868,161
397,875,158
398,882,157
399,889,157
400,893,156
401,900,154
402,903,154
403,907,153
404,910,152
405,917,151
406,923,151
407,926,151
408,932,149
409,940,149
410,948,148
411,956,148
412,964,147
413,968,147
414,974,146
415,980,145
416,982,145
417,984,145
418,985,145
419,987,145
420,988,145
421,990,145
422,993,144
423,993,144
424,995,144
425,996,144
426,997,143
427,999,143
428,1003,142
429,1005,142
430,1007,142
431,1009,142
432,1012,142
433,1014,142
434,1015,141
435,1018,141
436,1019,141
437,1020,141
438,1021,141
439,1022,141
440,1025,140
441,1026,140
442,1028,140
443,1028,140
444,1029,140
445,1031,140
446,1033,140
447,1034,140
448,1035,140
449,1037,140
450,1038,140
451,1041,140
452,1041,140
453,1043,139
454,1045,139
455,1048,139
456,1050,139
457,1050,138
458,1052,138
459,1054,138
460,1056,138
461,1059,138
462,1061,138
463,1064,138
464,1066,138
465,1068,138
466,1072,138
467,1075,138
468,1079,138
469,1088,138
470,1094,138
471,1099,138
472,1105,138
473,1108,139
474,1110,140
475,1112,140
476,1113,141
477,1116,141
478,1117,141
479,1117,141
480,1118,141
481,1119,141
482,1119,141
483,1120,141
484,1121,141
485,1122,141
486,1124,141
487,1129,143
488,1129,143
489,1130,143
490,1131,143
491,1131,143
492,1132,143
493,1133,143
494,1133,143
495,1134,143
496,1134,143
497,1135,143
498,1135,143
499,1136,144
500,1136,145
501,1136,145
502,1136,146
503,1136,147
504,1136,148
505,1136,148
506,1135,149
507,1135,149
508,1133,151
509,1133,151
510,1132,153
511,1129,155
512,1126,156
513,1120,160
514,1115,164
515,1105,171
516,1096,176
517,1083,183
518,1074,187
519,1063,192
520,1049,198
521,1030,203
522,1013,208
523,1001,213
524,988,220
525,976,224
526,965,228
527,955,233
528,950,235
529,943,237
530,939,238
531,936,240
532,934,241
533,932,241
534,930,242
535,926,243
536,925,244
537,921,245
538,919,247
539,916,248
540,913,248
541,911,249
542,908,250
543,902,253
544,895,255
545,887,257
546,876,257
547,868,259
548,858,260
549,853,262
550,843,262
551,839,263
552,835,263
553,830,264
554,828,264
555,827,264
556,827,264
557,828,264
558,833,263
559,835,262
560,841,262
561,845,262
562,850,260
563,853,260
564,856,260
565,861,260
566,865,260
567,868,260
568,871,259
569,877,258
570,881,257
571,885,257
572,889,257
573,893,255
574,895,255
575,898,254
576,899,254
577,902,253
578,903,253
579,906,252
580,909,252
581,912,252
582,915,251
583,917,250
584,921,248
585,928,247
586,932,247
587,935,247
588,941,246
589,947,246
590,951,246
591,954,246
592,958,245
593,961,245
594,963,244
595,963,244
596,965,244
597,965,244
598,967,244
599,968,244
600,970,244
601,970,243
602,971,243
603,974,241
604,975,241
605,979,241
606,984,241
607,990,241
608,993,241
609,998,241
610,1000,241
611,1003,241
612,1006,241
613,1009,241
614,1010,241
615,1012,241
616,1013,241
617,1013,241
618,1014,241
619,1015,241
620,1016,241
621,1017,241
622,1019,241
623,1020,240
624,1022,240
625,1023,240
626,1025,240
627,1026,240
628,1028,240
629,1029,240
630,1030,240
631,1032,240
632,1034,240
633,1036,240
634,1038,240
635,1039,240
636,1042,239
637,1045,239
638,1048,239
639,1053,239
640,1061,239
641,1067,239
642,1075,239
643,1080,239
644,1084,239
645,1085,239
646,1088,239
647,1090,238
648,1092,237
649,1095,237
650,1097,237
651,1101,235
652,1104,234
653,1105,234
654,1107,234
655,1108,234
656,1109,234
657,1110,233
658,1112,233
659,1114,232
660,1115,232
661,1116,232
662,1118,232
663,1120,232
664,1124,232
665,1127,232
666,1130,232
667,1132,232
668,1135,232
669,1139,232
670,1140,232
671,1143,232
672,1144,232
673,1145,232
674,1145,232
675,1146,232
676,1147,232
677,1148,232
678,1149,232
679,1152,232
680,1155,232
681,1158,232
682,1161,232
683,1164,232
684,1165,232
685,1167,232
686,1167,232
687,1168,232
688,1168,232
689,1169,232
690,1169,232
691,1171,232
692,1173,232
693,1173,232
694,1174,234
695,1175,234
696,1175,235
697,1176,235
698,1176,236
699,1176,237
700,1176,237
701,1176,238
702,1176,239
703,1176,239
704,1176,241
705,1176,241
706,1176,242
707,1176,242
708,1175,243
709,1174,244
710,1174,245
711,1171,247
712,1170,248
713,1169,249
714,1168,251
715,1167,252
716,1166,254
717,1165,255
718,1164,257
719,1163,258
720,1160,259
721,1159,260
722,1156,263
723,1152,265
724,1147,268
725,1141,273
726,1136,276
727,1128,279
728,1123,283
729,1116,286
730,1112,287
731,1107,290
732,1101,292
733,1096,292
734,1089,296
735,1084,298
736,1077,301
737,1072,303
738,1069,305
739,1065,307
740,1061,309
741,1059,311
742,1057,311
743,1054,314
744,1052,315
745,1050,316
746,1045,317
747,1041,319
748,1038,319
749,1034,321
750,1028,323
751,1024,324
752,1018,325
753,1013,325
754,1007,327
755,999,328
756,993,328
757,985,330
758,981,331
759,977,332
760,972,332
761,969,333
762,964,334
763,961,335
764,954,338
765,948,340
766,942,341
767,937,343
768,934,344
769,933,344
770,931,346
771,931,346
772,930,346
773,928,348
774,927,349
775,924,352
776,918,359
777,913,364
778,908,371
779,904,374
780,902,377
781,897,381
782,896,381
783,893,384
784,891,386
785,890,387
786,888,388
787,887,389
788,886,390
789,885,391
790,883,393
791,881,394
792,879,395
793,876,397
794,874,399
795,871,399
796,869,400
797,869,400
798,869,400
799,869,400
800,873,400
801,876,399
802,877,399
803,880,399
804,882,399
805,885,398
806,886,398
807,889,398
808,890,398
809,892,397
810,893,397
811,897,397
812,899,397
813,902,397
814,906,397
815,910,397
816,914,397
817,916,397
818,919,397
819,922,396
820,923,396
821,926,395
822,929,395
823,932,395
824,936,395
825,939,395
826,941,395
827,942,395
828,944,395
829,945,395
830,947,395
831,947,395
832,948,395
833,950,395
834,951,395
835,952,395
836,953,395
837,957,395
838,959,395
839,962,395
840,965,396
841,969,396
842,977,398
843,983,398
844,992,401
845,1003,403
846,1013,405
847,1021,406
848,1028,407
849,1035,409
850,1037,409
851,1040,409
852,1040,409
853,1041,409
854,1042,409
855,1042,409
856,1043,409
857,1045,409
858,1045,409
859,1047,409
860,1048,408
861,1049,408
862,1052,408
863,1053,408
864,1055,407
865,1057,407
866,1059,407
867,1060,406
868,1063,406
869,1065,406
870,1068,404
871,1070,404
872,1072,403
873,1075,403
874,1077,403
875,1079,403
876,1082,403
877,1086,403
878,1092,402
879,1095,402
880,1099,402
881,1102,402
882,1105,402
883,1107,402
884,1109,402
885,1110,402
886,1112,402
887,1114,402
888,1115,402
889,1117,402
890,1118,402
891,1120,402
892,1120,402
893,1121,402
894,1123,402
895,1125,402
896,1126,402
897,1128,402
898,1131,402
899,1134,402
900,1138,402
901,1140,402
902,1142,402
903,1143,402
904,1144,402
905,1146,402
906,1147,402
907,1148,401
908,1149,401
909,1149,401
910,1149,401
911,1149,403
912,1149,403
913,1149,404
914,1148,404
915,1147,406
916,1146,406
917,1145,408
918,1145,409
919,1143,411
920,1141,412
921,1140,414
922,1138,416
923,1136,417
924,1134,420
925,1133,421
926,1132,422
927,1131,423
928,1128,425
929,1125,428
930,1122,430
931,1121,432
932,1119,433
933,1116,436
934,1115,438
935,1112,439
936,1111,440
937,1110,441
938,1110,442
939,1109,442
940,1109,443
941,1108,444
942,1107,444
943,1106,445
944,1105,445
945,1104,447
946,1104,447
947,1103,448
948,1101,449
949,1098,452
950,1093,455
951,1091,457
952,1090,458
953,1088,459
954,1087,460
955,1084,462
956,1081,463
957,1079,465
958,1078,467
959,1072,470
960,1070,471
961,1066,473
962,1060,477
963,1057,479
964,1053,481
965,1052,481
966,1048,484
967,1044,485
968,1042,485
969,1040,487
970,1038,488
971,1036,490
972,1033,491
973,1032,491
974,1031,492
975,1030,492
976,1029,493
977,1027,494
978,1025,496
979,1023,497
980,1020,499
981,1018,499
982,1016,500
983,1015,502
984,1014,502
985,1013,503
986,1013,503
987,1012,503
988,1012,504
989,1011,504
990,1008,505
991,1006,506
992,1004,509
993,1001,510
994,996,512
995,995,513
996,993,514
997,991,515
998,989,517
999,986,519
1000,983,519
1001,981,520
1002,981,520
1003,979,521
1004,979,521
1005,977,523
1006,976,524
1007,974,525
1008,970,526
1009,967,528
1010,965,529
1011,963,530
1012,962,531
1013,961,531
1014,961,531
1015,959,532
1016,959,533
1017,958,533
1018,958,534
1019,957,535
1020,956,536
1021,956,536
1022,955,537
1023,955,537
1024,953,538
1025,952,539
1026,950,541
1027,948,542
1028,947,542
1029,946,543
1030,945,543
1031,945,543
1032,944,544
1033,943,544
1034,942,545
1035,942,546
1036,940,547
1037,939,549
1038,936,550
1039,935,551
1040,935,551
1041,934,553
1042,933,553
1043,933,554
1044,933,554
1045,933,555
1046,934,555
1047,935,555
1048,937,557
1049,937,557
1050,938,558
1051,940,558
1052,943,560
1053,944,560
1054,948,560
1055,951,561
1056,953,562
1057,953,562
1058,954,562
1059,954,562
1060,955,562
1061,956,562
1062,958,563
1063,960,563
1064,961,565
1065,962,565
1066,963,565
1067,965,567
1068,966,567
1069,968,567
1070,972,567
1071,974,568
1072,978,568
1073,981,568
1074,985,568
1075,989,568
1076,993,568
1077,996,568
1078,1001,568
1079,1003,568
1080,1006,568
1081,1009,568
1082,1012,568
1083,1014,568
1084,1017,568
1085,1017,568
1086,1018,568
1087,1019,568
1088,1020,568
1089,1020,568
1090,1021,568
1091,1021,568
1092,1023,568
1093,1024,568
1094,1025,568
1095,1026,568
1096,1027,568
1097,1029,568
1098,1029,568
1099,1030,568
1100,1031,568
1101,1033,568
1102,1034,568
1103,1036,568
1104,1038,568
1105,1040,568
1106,1042,568
1107,1045,568
1108,1046,568
1109,1048,568
1110,1049,568
1111,1049,568
1112,1050,568
1113,1052,568
1114,1053,568
1115,1055,568
1116,1057,568
1117,1057,568
1118,1058,568
1119,1060,568
1120,1060,568
1121,1062,569
1122,1064,569
1123,1067,570
1124,1070,571
1125,1074,572
1126,1076,572
1127,1077,573
1128,1079,573
1129,1081,573
1130,1081,573
1131,1082,574
1132,1083,574
1133,1084,574
1134,1085,574
1135,1085,574
1136,1087,574
1137,1087,574
1138,1088,574
1139,1088,575
1140,1088,577
1141,1088,577
1142,1088,579
1143,1088,580
1144,1087,581
1145,1086,583
1146,1085,583
1147,1084,584
1148,1083,585
1149,1082,585
1150,1082,586
1151,1080,587
1152,1079,587
1153,1079,587
1154,1077,589
1155,1074,589
1156,1072,589
1157,1070,590
1158,1067,591
1159,1066,591
1160,1065,591
1161,1064,591
1162,1063,592
1163,1063,593
1164,1062,593
1165,1061,594
1166,1060,595
1167,1059,596
1168,1056,597
1169,1055,597
1170,1053,598
1171,1053,598
1172,1052,598
1173,1051,599
1174,1050,600
1175,1049,600
1176,1048,601
1177,1044,603
1178,1044,603
1179,1042,603
1180,1041,603
1181,1040,605
1182,1038,605
1183,1033,605
1184,1029,608
1185,1025,609
1186,1018,610
1187,1016,610
1188,1011,611
1189,1008,612
1190,1002,613
1191,999,613
1192,996,615
1193,993,615
1194,990,615
1195,987,616
1196,987,616
1197,986,616
1198,985,617
1199,985,617
1200,983,617
1201,983,617
1202,982,618
1203,981,618
1204,978,618
1205,975,619
1206,973,619
1207,971,619
1208,969,619
1209,966,621
1210,963,621
1211,961,622
1212,959,623
1213,957,623
1214,956,623
1215,954,623
1216,951,625
1217,950,625
1218,948,625
1219,947,625
1220,946,625
1221,945,625
1222,944,625
1223,942,625
1224,942,626
1225,941,626
1226,941,626
1227,940,627
1228,939,627
1229,938,628
1230,937,628
1231,936,628
1232,936,628
1233,935,628
1234,935,628
1235,933,628
1236,933,628
1237,930,628
1238,928,628
1239,926,628
1240,925,629
1241,923,629
1242,921,629
1243,919,629
1244,918,630
1245,918,630
1246,917,630
1247,917,630
1248,916,631
1249,915,633
1250,913,633
1251,913,634
1252,912,634
1253,911,634
1254,911,634
1255,910,634
1256,909,634
1257,909,634
1258,908,634
1259,906,635
1260,905,635
1261,904,635
1262,902,635
1263,900,635
1264,899,635
1265,898,636
1266,896,636
1267,895,636
1268,893,636
1269,892,636
1270,891,636
1271,888,636
1272,887,636
1273,887,636
1274,886,636
1275,885,636
1276,884,637
1277,884,637
1278,882,637
1279,880,639
1280,877,639
1281,876,639
1282,874,639
1283,872,639
1284,871,640
1285,871,640
1286,869,640
1287,868,640
1288,865,640
1289,864,640
1290,862,640
1291,859,641
1292,859,641
1293,857,641
1294,855,641
1295,854,641
1296,853,641
1297,851,641
1298,849,641
1299,846,641
1300,839,641
1301,832,641
1302,819,641
1303,807,641
1304,799,641
1305,787,641
1306,777,641
1307,769,641
1308,760,641
1309,746,641
1310,731,641
1311,716,641
1312,691,635
1313,663,632
1314,637,629
1315,618,625
1316,606,624
1317,596,623
1318,588,623
1319,578,622
1320,573,622
1321,564,620
1322,559,619
1323,553,619
1324,546,617
1325,542,616
1326,534,614
1327,528,612
1328,516,609
1329,506,607
1330,495,605
1331,480,601
1332,468,598
1333,454,593
1334,442,589
1335,432,586
1336,423,584
1337,417,584
1338,410,581
1339,408,581
1340,405,580
1341,402,579
1342,400,577
1343,397,577
1344,395,574
1345,392,574
1346,390,572
1347,386,570
1348,382,569
1349,378,565
1350,375,562
1351,373,562
1352,367,557
1353,363,554
1354,357,550
1355,353,548
1356,349,545
1357,348,544
1358,346,543
1359,344,541
1360,344,541
1361,343,541
1362,339,539
1363,337,538
1364,333,535
1365,331,534
1366,325,531
1367,323,530
1368,321,527
1369,318,525
1370,315,524
1371,310,519
1372,308,517
1373,305,516
1374,303,514
1375,298,512
1376,296,510
1377,294,510
1378,294,509
1379,293,509
1380,292,507
1381,291,506
1382,290,506
1383,288,505
1384,287,504
1385,286,503
1386,285,503
1387,285,503
1388,284,503
1389,283,500
1390,282,500
1391,281,499
1392,281,498
1393,280,498
1394,278,496
1395,276,495
1396,275,494
1397,275,494
1398,273,493
1399,273,492
1400,272,492
1401,272,491
1402,271,490
1403,270,488
1404,268,483
1405,266,479
1406,263,472
1407,261,465
1408,259,461
1409,257,452
1410,256,447
1411,252,441
1412,249,435
1413,246,430
1414,246,430
1415,245,429
1416,245,428
1417,245,428
1418,245,427
1419,245,427
1420,245,426
1421,245,425
1422,245,424
1423,244,424
1424,244,423
1425,244,422
1426,243,418
1427,243,416
1428,243,414
1429,242,407
1430,241,402
1431,241,395
1432,241,390
1433,240,383
1434,240,379
1435,239,374
1436,238,369
1437,238,366
1438,238,362
1439,237,357
1440,237,352
1441,236,345
1442,235,338
1443,235,331
1444,235,326
1445,235,322
1446,234,317
1447,232,312
1448,232,310
1449,232,307
1450,232,306
1451,231,305
1452,230,304
1453,230,304
1454,229,303
1455,229,302
1456,228,301
1457,227,300
1458,224,298
1459,224,298
1460,221,296
1461,220,295
1462,219,294
1463,218,293
1464,217,292
1465,215,288
1466,212,287
1467,210,285
1468,208,284
1469,206,282
1470,206,281
1471,205,280
1472,204,280
1473,203,279
1474,203,279
1475,202,277
1476,200,275
1477,200,275
1478,197,273
1479,196,273
1480,196,272
1481,194,270
1482,194,270
1483,192,268
1484,190,267
1485,187,265
1486,184,262
1487,182,260
1488,180,258
1489,179,256
1490,177,254
1491,175,253
1492,174,253
1493,172,252
1494,170,249
1495,169,249
1496,167,248
1497,167,247
1498,166,246
1499,163,245
1500,163,244
1501,161,243
1502,160,243
1503,159,242
1504,158,242
1505,158,242
1506,157,241
1507,156,240
1508,156,240
1509,155,239
1510,155,238
1511,155,237
1512,155,236
1513,154,235
1514,153,233
1515,152,230
1516,150,228
1517,150,228
1518,150,226
1519,150,223
1520,150,223
1521,150,222
1522,150,222
1523,150,221
1524,150,220
1525,150,219
1526,150,218
1527,150,218
1528,150,217
1529,150,216
1530,150,215
1531,150,215
1532,150,214
1533,150,214
1534,150,213
1535,150,212
1536,150,212
1537,150,210
1538,150,209
1539,150,209
1540,150,208
1541,150,206
1542,150,204
1543,150,203
1544,150,202
1545,150,200
1546,150,198
1547,150,197
1548,150,196
1549,150,195
1550,150,194
1551,150,192
1552,150,192
1553,150,191
1554,150,190
1555,150,190
1556,151,189
1557,152,188
1558,152,187
1559,153,186
1560,153,185
1561,155,184
1562,155,183
1563,156,183
1564,157,182
1565,157,181
1566,158,180
1567,158,180
1568,160,179
1569,160,178
1570,161,177
1571,161,176
1572,162,176
1573,162,175
1574,163,174
1575,164,174
1576,166,173
1577,167,172
1578,169,169
1579,172,169
1580,175,167
1581,175,166
1582,178,165
1583,178,164
1584,180,162
1585,185,161
1586,185,161
1587,186,159
1588,188,159
1589,190,156
1590,191,155
1591,192,154
1592,193,153
1593,193,152
1594,194,151
1595,197,150
1596,200,147
1597,201,147
1598,202,144
1599,204,144
1600,205,142
1601,208,141
1602,209,140
1603,210,138
1604,211,138
1605,211,137
1606,212,136
1607,213,136
1608,213,135
1609,214,134
1610,215,133
1611,216,131
1612,216,131
1613,216,130
1614,217,130
1615,217,129
1616,217,128
1617,219,127
1618,220,125
1619,221,124
1620,223,120
1621,223,120
1622,224,118
1623,225,116
1624,226,114
1625,227,112
1626,228,111
1627,230,109
1628,232,106
1629,233,105
1630,234,103
1631,235,101
1632,236,98
1633,237,97
1634,237,95
1635,239,92
1636,241,90
1637,244,87
1638,246,83
1639,248,80
1640,250,78
1641,251,76
1642,252,75
1643,253,73
1644,254,72
1645,254,72
1646,255,70
1647,257,69
1648,258,67
1649,258,67
1650,259,66
1651,260,66
1652,260,66
1653,261,66
1654,261,65
1655,262,65
1656,262,64
1657,263,64
1658,264,63
1659,265,63
1660,267,63
1661,269,63
1662,270,62
1663,271,62
1664,274,61
1665,276,61
1666,279,61
1667,281,61
1668,283,61
1669,284,61
1670,284,61
1671,285,61
1672,285,61
1673,287,61
1674,289,61
1675,294,61
1676,297,61
1677,302,61
1678,308,62
1679,311,63
1680,313,63
1681,314,63
1682,315,63
1683,315,64
1684,316,65
1685,317,65
1686,318,67
1687,318,68
1688,319,69
1689,319,70
1690,320,70
1691,320,71
1692,322,74
1693,322,74
1694,324,76
1695,326,78
1696,329,80
1697,330,82
1698,331,82
1699,331,83
1700,332,83
1701,333,84
1702,334,85
1703,334,86
1704,335,87
1705,336,88
1706,338,89
1707,340,91
1708,341,92
1709,342,93
1710,342,94
1711,344,95
1712,345,96
1713,347,97
1714,349,99
1715,352,100
1716,355,101
1717,356,102
1718,357,102
1719,357,104
1720,359,105
1721,360,106
1722,361,106
1723,364,107
1724,365,108
1725,367,111
1726,368,111
1727,370,113
1728,370,113
1729,372,113
1730,373,115
1731,374,116
1732,378,118
1733,381,120
1734,385,122
1735,387,124
1736,392,127
1737,394,129
1738,396,129
1739,398,132
1740,398,132
1741,399,132
1742,399,133
1743,400,133
1744,402,134
1745,403,135
1746,405,138
1747,407,139
1748,408,140
1749,409,141
1750,410,143
1751,413,144
1752,415,145
1753,416,147
1754,418,147
1755,419,150
1756,420,150
1757,421,151
1758,421,151
1759,422,152
1760,423,152
1761,423,153
1762,425,154
1763,426,155
1764,427,156
1765,429,158
1766,430,159
1767,431,159
1768,431,159
1769,432,160
1770,432,161
1771,433,161
1772,434,162
1773,436,163
1774,439,164
1775,439,165
1776,441,167
1777,442,168
1778,445,169
1779,446,170
1780,448,170
1781,449,171
1782,450,172
1783,451,174
1784,452,174
1785,453,176
1786,455,178
1787,456,181
1788,457,182
1789,458,183
1790,461,184
1791,461,186
1792,463,187
1793,463,188
1794,464,188
1795,467,191
1796,467,192
1797,469,194
1798,470,194
1799,473,195
1800,474,196
1801,474,196
1802,476,197
1803,476,197
1804,477,198
1805,477,198
1806,478,198
1807,479,198
1808,479,199
1809,480,199
1810,480,199
1811,481,200
1812,482,200
1813,483,200
1814,483,200
1815,484,200
1816,485,201
1817,486,202
1818,487,202
1819,489,204
1820,492,205
1821,495,207
1822,500,209
1823,502,211
1824,506,213
1825,508,214
1826,509,215
1827,510,215
1828,510,216
1829,510,218
1830,510,219
1831,510,222
1832,510,225
1833,510,227
1834,510,231
1835,510,233
1836,510,237
1837,510,239
1838,510,242
1839,510,244
1840,510,245
1841,510,247
1842,509,249
1843,508,252
1844,507,254
1845,506,256
1846,506,259
1847,504,260
1848,504,261
1849,502,265
1850,501,265
1851,500,266
1852,499,269
1853,498,272
1854,496,273
1855,495,275
1856,493,278
1857,492,280
1858,491,281
1859,491,281
1860,490,282
1861,490,283
1862,488,284
1863,488,285
1864,488,285
1865,487,286
1866,485,287
1867,484,287
1868,483,289
1869,482,291
1870,481,292
1871,480,295
1872,480,296
1873,479,296
1874,479,297
1875,478,297
1876,478,298
1877,477,298
1878,476,301
1879,474,303
1880,472,304
1881,471,307
1882,469,310
1883,469,310
1884,467,311
1885,467,312
1886,467,313
1887,466,315
1888,466,315
1889,465,316
1890,464,317
1891,464,318
1892,462,320
1893,461,320
1894,461,321
1895,459,323
1896,455,328
1897,451,331
1898,446,336
1899,443,339
1900,439,344
1901,434,346
1902,429,349
1903,425,353
1904,423,355
1905,419,359
1906,413,362
1907,408,365
1908,403,368
1909,398,370
1910,394,372
1911,392,373
1912,391,375
1913,390,375
1914,389,376
1915,389,376
1916,388,377
1917,387,377
1918,387,377
1919,386,378
1920,386,378
1921,385,380
1922,385,380
1923,384,381
1924,383,382
1925,382,382
1926,378,385
1927,375,388
1928,370,394
1929,369,396
1930,367,397
1931,366,398
1932,366,398
1933,365,398
1934,364,399
1935,364,400
1936,362,403
1937,361,405
1938,359,406
1939,359,406
1940,358,407
1941,357,408
1942,354,411
1943,352,413
1944,349,415
1945,348,417
1946,347,417
1947,346,419
1948,346,419
1949,345,420
1950,344,422
1951,344,423
1952,342,424
1953,342,426
1954,340,428
1955,337,430
1956,335,433
1957,334,435
1958,333,435
1959,333,436
1960,331,437
1961,330,439
1962,329,441
1963,328,442
1964,328,443
1965,326,444
1966,325,446
1967,325,447
1968,323,448
1969,323,449
1970,323,449
1971,323,450
1972,321,453
1973,320,454
1974,319,455
1975,317,459
1976,316,461
1977,313,462
1978,312,464
1979,311,466
1980,311,466
1981,310,467
1982,309,469
1983,308,470
1984,307,472
1985,304,476
1986,302,479
1987,298,484
1988,294,491
1989,290,497
1990,283,504
1991,278,511
1992,273,518
1993,265,526
1994,260,531
1995,254,539
1996,246,547
1997,242,554
1998,241,556
1999,239,559
2000,238,561
2001,237,561
2002,237,562
2003,236,563
2004,234,565
2005,232,568
2006,231,569
2007,229,571
2008,227,575
2009,226,576
2010,225,577
2011,224,578
2012,222,580
2013,222,582
2014,220,583
2015,220,584
2016,219,586
2017,218,587
2018,217,589
2019,216,589
2020,216,590
2021,215,592
2022,214,592
2023,214,593
2024,214,593
2025,213,595
2026,213,595
2027,213,596
2028,211,598
2029,210,599
2030,210,600
2031,209,601
2032,208,603
2033,206,605
2034,206,606
2035,205,608
2036,203,611
2037,201,615
2038,197,620
2039,195,621
2040,191,625
2041,189,628
2042,182,635
2043,180,638
2044,178,640
2045,174,645
2046,172,647
2047,168,651
2048,165,656
2049,162,660
2050,161,661
2051,160,663
2052,159,665
2053,157,666
2054,157,667
2055,155,668
2056,154,669
2057,154,669
2058,153,671
2059,153,671
2060,153,671
2061,153,671
